"fecha_de_registro","referencia_de_la_oferta","identificador_de_la_oferta","valor_de_la_oferta","entidad_compradora","nit_entidad_compradora","moneda","descripcion_del_procedimiento","referencia_del_proceso","id_del_proceso_de_compra","modalidad","invitacion_directa","nombre_proveedor","nit_del_proveedor","codigo_entidad","codigo_proveedor"
"2020-04-14T00:00:00.000","POLICIA NACIONAL 005  Mantenimiento Motobombas","CO1.RPL.1448956","40608000","POLICIA METROPOLITANA DEL VALLE DE ABURRA","800140985","COP","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO REPARACIÓN CALIBRACIÓN MODIFICACIÓN RECONSTRUCCIÓN E INSTALACIÓN A TODO COSTO DE MOTOBOMBAS SISTEMA DE BOMBEO MOTORES DE PISCINAS Y ZONAS HUMEDAS PARA LA POLICÍA METROPOLITANA DEL VALLE DE ABURRÁ Y ALGUNAS DEPENDENCIAS DEL GASTO","PN MEVAL MIC 005 2020","CO1.BDOS.1191454","Mínima cuantía","No","SOLOGEM SAS","900819349","701699035","702824376"
"2022-08-16T00:00:00.000","COTIZCION CAMARA FOTOGRAFICA","CO1.RPL.2923298","12673500","ESPOL","800226849","COP","ADQUISICIÓN CAMARA FOTOGRAFICA PROFESIONAL Y ACCESORIOS","PN ESPOL SIP 030 2022","CO1.BDOS.3146726","Solicitud de información a los Proveedores","No","ANDIVISION SAS","830088172","701695355","700960164"
"2020-09-21T00:00:00.000","PN ESPOL MIC 0142020","CO1.RPL.1708014","24209360","ESPOL","800226849","COP","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL Y PROTECCIÓN PERSONAL PARA LA ESCUELA DE POSTGRADOS DE POLICÍA","PN ESPOL MIC 014 2020","CO1.BDOS.1452048","Mínima cuantía","No","CP LICITACIONES Y CONSULTORIAS SAS","900379030","701695355","700818099"
"2023-05-05T00:00:00.000","INCORPORACION SA SI0001 CENAC REGIONAL POPAYAN 2023","CO1.RPL.3372056","174400125","CENTRAL ADMINISTRATIVA  Y CONTABLE  CENAC POPAYAN","900156335","COP","ADQUIRIR KIT DE INCORPORACIÓN PARA EL SEGUNDO TERCERO Y CUARTO CONTINGENTE VIGENCIA 2023 DE LAS UNIDADES CENTRALIZADAS  POR LA CENAC REGIONAL POPAYÁN LOTE 1 MATERIAL TEXTIL  LOTE 2 ELEMENTOS DE ASEO","SASI0001 CENAC REGIONAL POPAYÁN 2023 Presentación de oferta","CO1.BDOS.4279177","Selección abreviada subasta inversa","No","INVERSIONES BLUCHER SAS","900838631","702939109","701172058"
"2020-04-23T00:00:00.000","PN ESPOL MIC 003 2020","CO1.RPL.1464817","10194492","ESPOL","800226849","COP","CONTRATAR EL SERVICIO DE ANÁLISIS DE AGUAS RESIDUALES EN LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 003 2020","CO1.BDOS.1213540","Mínima cuantía","No","GIRA Recursos Ambientales SAS","901070652","701695355","704784123"
"2022-03-14T00:00:00.000","PN ESPOL SIP 008 2022 CF","CO1.RPL.2633564","15529629","ESPOL","800226849","COP","SOLICITUD COTIZACIÓN ADQUISICIÓN CAMARA FOTOGRAFICA PROFECIONAL Y ACCESORIOS","PN ESPOL SIP 008 2022","CO1.BDOS.2859228","Solicitud de información a los Proveedores","Si","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2020-12-10T00:00:00.000","PN ESPOL MIC 022 2020ARKIMAX","CO1.RPL.1850985","8534960","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACION DE SEÑALIZACION VISUAL","PN ESPOL MIC 022 2020","CO1.BDOS.1595761","Mínima cuantía","No","ARKIMAX INTERNACIONAL LIMITADA","8301438863","701695355","702243015"
"2022-06-09T00:00:00.000","PROPUESTA DE SEGURIDAD","CO1.RPL.2800449","2433900000","ESPOL","800226849","COP","Adquisición instalación y puesta en funcionamiento del sistema de alerta temprana para el complejo policial norte","PN ESPOL SIP 020 2022","CO1.BDOS.2966918","Solicitud de información a los Proveedores","No","FUNDACION COLOMBIA APRENDE","900312409","701695355","715163267"
"2023-02-14T00:00:00.000","CABLEADO 2023","CO1.RPL.3230106","263346000","ESPOL","800226849","COP","SUMINISTRO INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE CABLEADO ESTRUCTURADO ENLACES FIBRA ÓPTICA Y ADQUISICIÓN DE EQUIPOS ACTIVOS DE RED PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 007 2023","CO1.BDOS.3980266","Solicitud de información a los Proveedores","No","REDCOMPUTO LTDA","830016004","701695355","700082050"
"2023-03-10T00:00:00.000","EQUIPOS COMUNICACIONES ESPOL","CO1.RPL.3274179","663230000","ESPOL","800226849","COP","LOTE 1 ADQUISICIÓN DE RADIO TELÉFONOS PORTÁTILES TRONCALIZADOS Y ACCESORIOSLOTE 2 BATERÍAS Y MONOFONOS PARA RADIOS PORTÁTILES MOTOROLA XTS2250","PN ESPOL SIP 013 2023","CO1.BDOS.4140224","Solicitud de información a los Proveedores","No","SYSTESOL","901041274","701695355","703241067"
"2019-12-12T00:00:00.000","ESPOL 016  ZAMORA","CO1.RPL.1300308","25982224","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS DE BLOQUE DE AULAS COMPLEJO ESPOL  ADQUISICIÓN E INSTALACIÓN A TODO COSTO DE CORTINAS","PN ESPOL MIC 016 2019","CO1.BDOS.998114","Mínima cuantía","No","ZAMORA JIMENEZ LEONARDO","80747896","701695355","703961854"
"2022-03-22T00:00:00.000","PN ESPOL MIC 002 2022","CO1.RPL.2646647","10381679","ESPOL","800226849","COP","ADQUISICIÓN DE PORTADIPLOMAS","PN ESPOL MIC 002 2022","CO1.BDOS.2866527","Mínima cuantía","No","EF BUSINESS OUTSOURCING SAS","900646057","701695355","701432395"
"2018-05-07T00:00:00.000","SEGURIDAD PERCOL LTDA OFERTA PN ESPOL MIC 006 2018","CO1.RPL.526304","32764600","ESPOL","800226849","COP","ADQUISICIÓN TALANQUERAS VEHICULARES PARA CONTROL DE ACCESO","PN ESPOL MIC 006 2018","CO1.BDOS.406546","Mínima cuantía","No","SEGURIDAD PERCOL SAS","9002305976","701695355","700789068"
"2022-04-20T00:00:00.000","PROPUESTA ESPOL  AYC 2022","CO1.RPL.2700568","87847745","ESPOL","800226849","COP","PRESTACIÓN DE SERVICIOS PARA LA REALIZACIÓN DE LAS ACTIVIDADES RECREATIVAS CULTURALES Y DE RECONOCIMIENTO DEL PERSONAL UNIFORMADO Y NO UNIFORMADO DE LA ESCUELA DE POSTGRADOS DE POLICIA MIGUEL ANTONIO LLERAS PIZARRO Y SUS FAMILIAS","PN ESPOL MIC 005 2022","CO1.BDOS.2899165","Mínima cuantía","No","CORPORATION SAS","900945993","701695355","704351089"
"2018-12-05T00:00:00.000","ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO Detalle del Proceso Número PN ESPOL MIC 023 2018","CO1.RPL.787529","18740000","ESPOL","800226849","COP","ADQUISICIÓN MUEBLES CENTRO DE PENSAMIENTO","PN ESPOL MIC 023 2018","CO1.BDOS.617684","Mínima cuantía","No","METALES Y CONCEPTOS SA","900159003","701695355","700127038"
"2023-02-21T00:00:00.000","LUIS EVELIO CASTILLO PULIDO","CO1.RPL.3240639","12000000","ESPOL","800226849","COP","ASESORÍA EN EL DISEÑO ESTRUCTURACIÓN CORRECCIÓN EDITORIAL DE LAS DIFERENTES PUBLICACIONES Y PRODUCTOS DE LAS INVESTIGACIONES DESARROLLADAS POR LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 008 2023","CO1.BDOS.4025837","Solicitud de información a los Proveedores","Si","LUIS EVELIO CASTILLO PULIDO","79203633","701695355","712732718"
"2022-04-25T00:00:00.000","CONSORCIO CD 2022","CO1.RPL.2702083","810589549","ALCALDIA DISTRITAL BARRANCABERMEJA","890201900","COP","MEJORAMIENTO Y REHABILITACIÓN DE DOS 2 TRAMOS DE VIA TERCIARIA MEDIANTE SISTEMA DE PLACA HUELLA EN LA VEREDA EL GUARUMO SECTOR 1 Y 2 UBICADAS EN EL CORREGIMIENTO DE LA MESETA DE SAN RAFAEL BARRANCABERMEJA SANTANDER CENTRO ORIENTE","LICITACIÓN PÚBLICA OBRA LPO0012022 Fase de Selección Presentación de ofertas","CO1.BDOS.2876306","Licitación pública Obra Publica","No","SICA SAS","900515139","702270372","709082051"
"2019-12-12T00:00:00.000","OFERTA COMERCIAL OLA 19147 SUMINISTRO E INSTALACION CORTINAS SCREEN","CO1.RPL.1300243","35900111","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS DE BLOQUE DE AULAS COMPLEJO ESPOL  ADQUISICIÓN E INSTALACIÓN A TODO COSTO DE CORTINAS","PN ESPOL MIC 016 2019","CO1.BDOS.998114","Mínima cuantía","No","REPRESENTACIONES OLAS DECORATIVAS SAS","8605216352","701695355","707338034"
"2020-07-16T00:00:00.000","prestacion de servicio de jardineria","CO1.RPL.1596438","59850000","ESPOL","800226849","COP","PRESTACIÓN DE SERVICIO DE JARDINERÍA TRATAMIENTO Y MANEJO SILVICULTURAL","PN ESPOL MIC 007 2020","CO1.BDOS.1332632","Mínima cuantía","No","BOLAÑOZ CONSTRUCCIONES SAS","901321231","701695355","708804778"
"2019-11-08T00:00:00.000","dBsPN ESPOL SA 003 2019","CO1.RPL.1240757","1025000000","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS BLOQUE DE AULAS CENTRO DE CONVENCIONES  COMPLEJO ESPOL","PN ESPOL SA 003 2019 Presentación de oferta","CO1.BDOS.960545","Selección abreviada subasta inversa","No","DB SYSTEMS SAS","900314052","701695355","700930068"
"2023-05-04T00:00:00.000","LICITACION EESALAMANCA DEL PROCESO SAMCVALLEELCERRITO00032023","CO1.RPL.3375932","175000001","MUNICIPIO DE EL CERRITO","800100533","COP","AMPLIACION DEL PUESTO DE SALUD DEL CORREGIMIENTO DEL PLACER DEL MUNICIPIO DE EL CERRITO  VALLE DEL CAUCA","SAMCVALLEELCERRITO00032023 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.4204256","Selección Abreviada de Menor Cuantía","Si","EESALAMANCA SAS","900440665","703714378","706122421"
"2020-07-21T00:00:00.000","Mantenimiento jardines","CO1.RPL.1606663","83568800","ESPOL","800226849","COP","PRESTACIÓN DE SERVICIO DE JARDINERÍA TRATAMIENTO Y MANEJO SILVICULTURAL","PN ESPOL MIC 007 2020","CO1.BDOS.1332632","Mínima cuantía","No","ARQUITECTURA MAS VERDE SAS","900361140","701695355","700657091"
"2019-12-12T00:00:00.000","MEGAOBRAS ESPOL","CO1.RPL.1301101","32532000","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS DE BLOQUE DE AULAS COMPLEJO ESPOL  ADQUISICIÓN E INSTALACIÓN A TODO COSTO DE CORTINAS","PN ESPOL MIC 016 2019","CO1.BDOS.998114","Mínima cuantía","No","MEGAOBRAS CONSTRUCCIONES LIVIANAS SAS","900896239","701695355","704127356"
"2023-02-09T00:00:00.000","COTIZACIONADQUISICION DE LICENCIAS ADOBE SUITE CREATIVE CLOUDREDCOMPUTO","CO1.RPL.3220203","14332500","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL SIP 004 2023","CO1.BDOS.3933388","Solicitud de información a los Proveedores","No","REDCOMPUTO LTDA","830016004","701695355","700082050"
"2021-03-23T00:00:00.000","OFERTA COMAPAN  PROCESO 6390042021","CO1.RPL.1988806","131340000","COMPLEJO CARCELARIO Y PENITENCIARIO DE IBAGUE PICALEÑA","800119348","COP","CONTRATAR EL SUMINISTRO DE PRODUCTOS ALIMENTICIOS lotes 12345678 y 9 CON DESTINO AL ALMACÉN EXPENDIO NECESARIOS PARA LA COMERCIALIZACIÓN A LA POBLACIÓN PRIVADA DE LA LIBERTAD DEL COMPLEJO CARCELARIO Y PENITENCIARIO CON ALTA Y MEDIA SEGURIDAD DE IBAGUÉ PICALEÑA  INCLUYE PABELLÓN DE RECLUSIÓN ESPECIAL PABELLÓN DE JUSTICIA Y PAZ COIBA IBAGUÉ","SAMC COIBA 6390042021 Presentación de oferta","CO1.BDOS.1825279","Selección abreviada subasta inversa","No","COMAPAN SA","860000258","701590200","701559635"
"2018-09-05T00:00:00.000","otilio ltda","CO1.RPL.675730","24400000","ESPOL","800226849","COP","CONTRATAR EL SERVICIO DE INVENTARIO FORESTAL","PN ESPOL MIC 010 2018","CO1.BDOS.499368","Mínima cuantía","No","OTILIO MORENO","830085821","701695355","703372474"
"2023-04-17T00:00:00.000","Oferta Alexandra","CO1.RPL.3343579","1313672000","SENA DIRECCIÓN GENERAL Dirección Jurídica","899999034","COP","Contratar la renovación del licenciamiento y el soporte de las plataformas estándar de Redhat Enterprise Linux Server","SASIDG00022023 Presentación de oferta","CO1.BDOS.4095884","Selección abreviada subasta inversa","No","UT SWOIGINVIMA","No Definido","700098023","707068052"
"2018-11-18T00:00:00.000","42MMANT CCTVBOGOTAESCUE POLIC","CO1.RPL.758611","36100000","ESPOL","800226849","COP","MANTENIMIENTO GENERAL A TODO COSTO DEL CIRCUITO CERRADO DE TELEVISIÓN DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 019 2018","CO1.BDOS.594912","Mínima cuantía","No","CTINNOVA SAS","900987504","701695355","701379075"
"2023-05-06T00:00:00.000","DESCONT  SECRETARIA MOVILIDAD","CO1.RPL.3379666","3500","SECRETARÍA DISTRITAL DE MOVILIDAD","8999990619","COP","SERVICIO DE RECOLECCIÓN TRANSPORTE TRATAMIENTO APROVECHAMIENTO Y DISPOSICIÓN FINAL DE LOS RESIDUOS CON CARACTERÍSTICAS CORROSIVAS REACTIVAS EXPLOSIVAS INFLAMABLES TÓXICAS Y BIOLÓGICAS  INFECCIOSAS GENERADOS EN LAS SEDES QUE CONFORMAN LA SECRETARÍA DISTRITAL DE MOVILIDAD","SDMCOT0422023","CO1.BDOS.4368485","Solicitud de información a los Proveedores","No","DESCONT SA ESP","804002433","701699407","702213406"
"2022-08-08T00:00:00.000","OfertaApicom","CO1.RPL.2909927","225740620","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LOS COMPONENTES QUE CONFORMAN LA RED LAN Y ADQUISICIÓN DE EQUIPOS ACTIVOS DE RED PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 027 2022","CO1.BDOS.3090153","Solicitud de información a los Proveedores","No","APICOM SAS","830105984","701695355","701068132"
"2023-05-04T00:00:00.000","INSUMOS EQUIPOS DE COMPUTO Y PERIFERICOS","CO1.RPL.3376711","75300000","ALCALDIA DE PASTO","891280000","COP","se compromete para con el MUNICIPIO a suministrar los insumos necesarios para el mantenimiento preventivo y correctivo de los diferentes equipos de cómputo y periféricos pertenecientes a la Alcaldía Municipal de Pasto","IP202348","CO1.BDOS.4342654","Mínima cuantía","No","JAIRO PINZA","13072971","700694094","715115879"
"2018-05-11T00:00:00.000","YENITSE TAPIE ARIAS  RESTAURANTE BARTOLUCCI","CO1.RPL.537400","66320300","ESPOL","800226849","COP","ACTIVIDADES DE INTEGRACIÓN PARA EL MEJORAMIENTO DE LA CALIDAD DE VIDA COMPONENTE RECREACIÓN DEPORTE CULTURA Y APOYO PSICOSOCIAL DEL PERSONAL QUE CONFORMA LA ESCUELA DE POSTGRADOS DE POLICIA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 008 2018","CO1.BDOS.415950","Mínima cuantía","No","RESTAURANTE BARTOLUCCI","52144547","701695355","702410093"
"2022-09-27T00:00:00.000","PN ESPOL CD 0272022","CO1.RPL.3001435","103000000","ESPOL","800226849","COP","SERVICIO INTEGRAL DE APOYO PARA LA GESTIÓN DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL CD 027 2022","CO1.BDOS.3298099","Contratación Directa (con ofertas)","Si","FONDO ROTATORIO DE LA POLICIA NACIONAL","860020227","701695355","700985013"
"2023-04-25T00:00:00.000","PN ESPOL SIP 016 2023","CO1.RPL.3358233","30000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE EQUIPOS AUDIOVISUALES Y EQUIPOS DE COMPUTO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 016 2023","CO1.BDOS.4325115","Solicitud de información a los Proveedores","No","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2022-02-25T00:00:00.000","Oferta QC ESPOL","CO1.RPL.2603050","108541759","ESPOL","800226849","COP","MANTENIMIENTO Y ACTUALIZACIÓN DEL SISTEMA DE CONTROL DE ACCESO VEHICULAR","PN ESPOL SIP 003 2022","CO1.BDOS.2840009","Solicitud de información a los Proveedores","No","QC","830092541","701695355","701011025"
"2022-10-20T00:00:00.000","PN ESPOL CD 038 2022","CO1.RPL.3038435","16732800","ESPOL","800226849","COP","ARRENDAMIENTO DE UNOS ESPACIOS FÍSICOS PARA UBICAR MÁQUINAS DISPENSADORAS DE BEBIDAS CALIENTES FRÍAS Y SNACKS EN LAS INSTALACIONES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL CD 038 2022","CO1.BDOS.3399895","Contratación Directa (con ofertas)","Si","AUTOSNACK SAS","830021260","701695355","703467134"
"2020-09-09T00:00:00.000","PN ESPOL MIC 0112020","CO1.RPL.1682731","40000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE EQUIPOS AUDIOVISUALES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 011 2020","CO1.BDOS.1429117","Mínima cuantía","No","SYSTEMNET INGENIERIA SAS","830122370","701695355","700985195"
"2022-07-25T00:00:00.000","PN ESPOL SA 002 202","CO1.RPL.2868524","339070519","ESPOL","800226849","COP","ADQUISICIÓN EQUIPOS DE CÓMPUTO Y LICENCIAMIENTO DE OFIMÁTICA PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SA 002 2022 Presentación de oferta","CO1.BDOS.2977409","Selección abreviada subasta inversa","No","B2B TIC SAS","901003982","701695355","704701267"
"2022-10-07T00:00:00.000","PN ESPOL SIP 035 2022","CO1.RPL.3018514","60000000","ESPOL","800226849","COP","PN ESPOL SIP 035 2022","PN ESPOL SIP 035 2022","CO1.BDOS.3351015","Solicitud de información a los Proveedores","No","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2019-03-28T00:00:00.000","FERRETERÍA ICBF PROVEDORES","CO1.RPL.924158","25433800","ICBF REGIONAL PUTUMAYO","899999239","COP","Suministro de elementos herramientas y materiales de ferretería necesarios para adecuaciones y reparaciones locativas de los inmuebles en uso o propios del ICBF","MC0162019PUT","CO1.BDOS.799704","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","704141639","704187228"
"2017-10-09T00:00:00.000","Inversiones AyS ESPOL","CO1.RPL.329757","49980000","ESPOL","800226849","COP","MANTENIMIENTO SILLAS DEL AUDITORIO BRIGADIER GENERAL SAULO GIL RAMÍREZ DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 008 2017","CO1.BDOS.223532","Mínima cuantía","No","INVERSIONES ARCHIVOS Y SERVICIOS SAS","830027337","701695355","702196213"
"2022-06-20T00:00:00.000","OFERTA RAUL GONZALEZ ABRIL PERSONA NATURAL","CO1.RPL.2809873","385548223","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO ELEMENTOS DE AUDIO VIDEO Y ADQUISICIÓN DE SONIDO DE CAMPO ABIERTO","PN ESPOL SA 001 2022 Presentación de oferta","CO1.BDOS.2948320","Selección abreviada subasta inversa","No","PROVI OFFICE","79409442","701695355","707268231"
"2018-11-22T00:00:00.000","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE AIRES ACONDICIONADOS DE LA ESCUELA DE POSTGRADOS DE POLICÍA","CO1.RPL.764650","5000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE AIRES ACONDICIONADOS DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 022 2018","CO1.BDOS.600879","Mínima cuantía","No","COLMETEC SAS","900499378","701695355","704295229"
"2018-06-26T00:00:00.000","JARDINES POLICIA","CO1.RPL.592902","42500000","ESPOL","800226849","COP","Prestación de servicio de jardinería tratamiento y manejo silvicultural","PN ESPOL MIC 011 2018","CO1.BDOS.448591","Mínima cuantía","No","JIMMY FREYDER SUAREZ SANTAMARIA","79768573","701695355","702479031"
"2023-05-04T00:00:00.000","FORTALECIMIENTO EN EL MANEJO Y RECICLAJE DE RESIDUOS SÓLIDOS EXT","CO1.RPL.3375677","827517859","ALCALDÍA MUNICIPAL DE LA JAGUA DEL PILAR","825000676","COP","AUNAR ESFUERZOS ENTRE EL MUNICIPIO DE LA JAGUA DEL PILAR Y LA ASOCIACION DE MUNICIPIOS DEL SURSUR DE LA GUAJIRA LA GUAJIRA ZONA SUR  PARA LA   IMPLEMENTACION DE ESTRATEGIAS DE SANEAMIENTO BASICO PARA LA DISPOSICION Y MANEJO ADECUADO DE RESIDUOS SOLIDOS EN EL MUNICIPIO DE LA JAGUA DEL PILAR LA GUAJIRA","CVI0032023","CO1.BDOS.4338645","Contratación Directa (con ofertas)","Si","ASOCIACION DE MUNICIPIOS DEL SUR DE LA GUAJIRA SUR  SUR","9015163277","700593023","721664068"
"2022-04-28T00:00:00.000","MANTENIMIENTO ESCUELA","CO1.RPL.2704280","1446238532","ESPOL","800226849","COP","MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO PARA LAS INSTALACIONES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL SA MC 001 2022 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.2880320","Selección Abreviada de Menor Cuantía","Si","HECTOR JULIO CASALLAS ORDOÑEZ","17097664","701695355","703390674"
"2020-03-12T00:00:00.000","BEBIDAS INPEC PASTO","CO1.RPL.1406218","73662900","CARCEL Y PENITENCIERIA DE MEDIA SEGURIDAD CON RECLUSION DE MUJERES PASTO","814001035","COP","Suministro de bebidas para su comercialización a través del Proyecto Productivo Expendio del Establecimiento Penitenciario de Mediana Seguridad y Carcelario de Pasto","007202018","CO1.BDOS.1160459","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","703457754","704187228"
"2018-05-24T00:00:00.000","PN ESPOL MIC 007 2018 MARCAST","CO1.RPL.554714","38294100","ESPOL","800226849","COP","ADQUISICIÓN DE MOBILIARIO Y ENSERES","PN ESPOL MIC 007 2018","CO1.BDOS.408408","Mínima cuantía","No","MARCAST COMERCIALIZADORA SAS","900925044","701695355","702775636"
"2023-05-05T00:00:00.000","PROPUESTA CRM PIC POBLACIÓN VICTIMAEXT","CO1.RPL.3377389","26494939","MUNICIPIO DE MANIZALES","890801053","COP","APOYAR LA GESTION EN SALUD PUBLICA DEL PROGRAMA DE ATENCION A POBLACIONES VULNERABLES DEL MUNICIPIO DE MANIZALES","2304280687","CO1.BDOS.4371649","Contratación Directa (con ofertas)","Si","CENTRO DE RECEPCION DE MENORES","8908042569","705412617","704662246"
"2021-11-16T00:00:00.000","PN ESPOL MIC 020 2021","CO1.RPL.2450038","90000000","ESPOL","800226849","COP","DEMARCACIÓN VIAL Y SUMINISTRO E INSTALACIÓN DE SEÑALES VERTICALES","PN ESPOL MIC 020 2021","CO1.BDOS.2373728","Mínima cuantía","No","GEOCAT INGENIERIA SAS","860524046","701695355","702412933"
"2023-05-05T00:00:00.000","METROPARQUES  SECRETARIA DE INFRAESTRUCTURA","CO1.RPL.3378176","1800000000","DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN","890905211","COP","Contrato interadministrativo de mandato sin representación para la operación logística de eventos institucionales y disposición de espacios","35891","CO1.BDOS.4372053","Contratación Directa (con ofertas)","Si","METROPARQUES","890984630","700221021","700591126"
"2019-05-08T00:00:00.000","31701000 COP","CO1.RPL.969925","28840000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS AUDIOVISUALES","PN ESPOL MIC 004 2019","CO1.BDOS.824622","Mínima cuantía","No","COMPUSERTEC INGENIERIA SAS","830044504","701695355","701926149"
"2018-04-23T00:00:00.000","ADQUISICIÓN ELEMENTOS DEPORTIVOS","CO1.RPL.514232","7188500","ESPOL","800226849","COP","ADQUISICIÓN ELEMENTOS DEPORTIVOS","PN ESPOL MIC 005 2018","CO1.BDOS.397857","Mínima cuantía","No","DCM SOLUCIONES  CORPORATIVAS","1098697873","701695355","700072036"
"2023-02-27T00:00:00.000","SISISASI0012023","CO1.RPL.3248401","9899648410","MUNICIPIO DE BUCARAMANGA","890201222","COP","SUMINISTRO DE LUMINARIAS DE TECNOLOGIA LED PARA EL MANTENIMIENTO DEL ALUMBRADO PÙBLICO DE BUCARAMANGA 2023","SISISASI0012023 Presentación de oferta","CO1.BDOS.3812295","Selección abreviada subasta inversa","No","CONSORCIO DISILUX 2023","No Definido","704654201","721027019"
"2022-07-25T00:00:00.000","PN ESPOL SA 002 2022 SERLECOM","CO1.RPL.2869577","342865600","ESPOL","800226849","COP","ADQUISICIÓN EQUIPOS DE CÓMPUTO Y LICENCIAMIENTO DE OFIMÁTICA PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SA 002 2022 Presentación de oferta","CO1.BDOS.2977409","Selección abreviada subasta inversa","No","COMERCIALIZADORA SERLECOM","800089897","701695355","700105018"
"2022-04-18T00:00:00.000","POLICIAPOSTGRADOSARCHIVOSEPK2022","CO1.RPL.2696376","10521000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO ARCHIVADORES RODANTES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 003 2022","CO1.BDOS.2875153","Mínima cuantía","No","EDWIN PARADA CALVO","79809979","701695355","706514924"
"2022-06-21T00:00:00.000","PN ESPOL SA 001 2022  CARLOS ALBERTO PINZON MOLINA","CO1.RPL.2816124","357148083","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO ELEMENTOS DE AUDIO VIDEO Y ADQUISICIÓN DE SONIDO DE CAMPO ABIERTO","PN ESPOL SA 001 2022 Presentación de oferta","CO1.BDOS.2948320","Selección abreviada subasta inversa","No","CARLOS ALBERTO PINZON MOLINA","79867234","701695355","702668286"
